날짜,시간,PM10,PM25,오존,이산화질소,일산화탄소,아황산가스
2022-01-15,14,33,27,0.023,0.025,0.6,0.005
2022-01-15,15,34,26,0.029,0.022,0.5,0.004
2022-01-15,16,30,15,0.040,0.013,0.4,0.004
2022-01-15,17,16,8,0.045,0.008,0.4,0.004
2022-01-15,18,16,8,0.031,0.019,0.5,0.004
2022-01-15,19,26,12,0.032,0.014,0.4,0.004
2022-01-15,20,22,13,0.036,0.008,0.4,0.004
2022-01-15,21,18,12,0.028,0.013,0.5,0.004
2022-01-15,22,14,12,0.015,0.023,0.6,0.004
2022-01-15,23,28,20,0.005,0.030,0.8,0.004
2022-01-15,24,52,36,0.018,0.018,0.5,0.003
2022-01-16,1,27,23,0.018,0.017,0.5,0.003
2022-01-16,2,25,22,0.012,0.022,0.5,0.004
2022-01-16,3,28,23,0.016,0.019,0.5,0.004
2022-01-16,4,18,18,0.013,0.023,0.5,0.004
2022-01-16,5,23,19,0.008,0.024,0.6,0.004
2022-01-16,6,25,23,0.004,0.029,0.7,0.004
2022-01-16,7,32,24,0.005,0.029,0.6,0.004
2022-01-16,8,29,25,0.005,0.028,0.6,0.004
2022-01-16,9,30,24,0.008,0.027,0.7,0.004
2022-01-16,10,48,40,0.020,0.021,0.6,0.005
2022-01-16,11,43,30,0.031,0.014,0.6,0.005
2022-01-16,12,64,47,0.041,0.006,0.5,0.004
2022-01-16,13,60,42,0.044,0.005,0.5,0.004
2022-01-16,14,54,34,0.048,0.005,0.5,0.004
2022-01-16,15,47,24,0.050,0.006,0.4,0.004
2022-01-16,16,27,13,0.048,0.007,0.5,0.004
2022-01-16,17,28,23,0.047,0.007,0.4,0.004
2022-01-16,18,20,13,0.045,0.008,0.4,0.004
2022-01-16,19,16,10,0.044,0.007,0.4,0.004
2022-01-16,20,16,9,0.042,0.006,0.4,0.004
2022-01-16,21,19,10,0.041,0.006,0.4,0.004
2022-01-16,22,13,7,0.039,0.006,0.4,0.004
2022-01-16,23,16,7,0.039,0.006,0.4,0.004
2022-01-16,24,16,8,0.038,0.006,0.4,0.004
2022-01-17,1,16,8,0.038,0.005,0.4,0.003
2022-01-17,2,16,8,0.038,0.005,0.4,0.004
2022-01-17,3,10,5,0.038,0.005,0.4,0.004
2022-01-17,4,12,6,0.036,0.006,0.4,0.004
2022-01-17,5,13,5,0.034,0.007,0.4,0.004
2022-01-17,6,13,6,0.033,0.008,0.4,0.004
2022-01-17,7,12,8,0.029,0.012,0.4,0.004
2022-01-17,8,13,7,0.019,0.021,0.4,0.004
2022-01-17,9,16,8,0.020,0.021,0.4,0.004
2022-01-17,10,16,8,0.032,0.011,0.4,0.004
2022-01-17,11,14,7,0.038,0.006,0.4,0.004
2022-01-17,12,13,4,0.040,0.006,0.4,0.004
2022-01-17,13,11,8,0.041,0.005,0.4,0.004
2022-01-17,14,15,8,0.043,0.006,0.4,0.004
2022-01-17,15,20,10,0.044,0.006,0.4,0.004
2022-01-17,16,21,10,0.042,0.008,0.4,0.004
2022-01-17,17,15,10,0.043,0.008,0.4,0.004
2022-01-17,18,13,7,0.041,0.009,0.4,0.004
2022-01-17,19,22,11,0.039,0.010,0.4,0.004
2022-01-17,20,23,17,0.040,0.007,0.4,0.004
2022-01-17,21,19,11,0.040,0.006,0.4,0.004
2022-01-17,22,20,15,0.039,0.006,0.4,0.004
2022-01-17,23,24,14,0.040,0.006,0.4,0.004
2022-01-17,24,24,15,0.040,0.005,0.4,0.004
2022-01-18,1,17,18,0.041,0.004,0.4,0.004
2022-01-18,2,17,12,0.042,0.005,0.4,0.004
2022-01-18,3,9,8,0.042,0.004,0.4,0.004
2022-01-18,4,9,4,0.040,0.005,0.4,0.004
2022-01-18,5,9,8,0.036,0.006,0.4,0.004
2022-01-18,6,13,8,0.033,0.008,0.5,0.004
2022-01-18,7,18,10,0.021,0.016,0.5,0.004
2022-01-18,8,17,12,0.013,0.022,0.5,0.004
2022-01-18,9,31,21,0.011,0.024,0.6,0.005
2022-01-18,10,37,27,0.018,0.020,0.6,0.005
2022-01-18,11,31,21,0.027,0.015,0.5,0.005
2022-01-18,12,,,0.034,0.009,0.5,0.004
2022-01-18,13,,,0.034,0.008,0.5,0.004
2022-01-18,14,,,0.037,0.007,0.4,0.004
2022-01-18,15,,,0.039,0.008,0.4,0.004
2022-01-18,16,20,12,0.040,0.008,0.4,0.004
2022-01-18,17,24,8,0.040,0.009,0.4,0.004
2022-01-18,18,20,11,0.037,0.010,0.4,0.004
2022-01-18,19,21,11,0.038,0.006,0.4,0.004
2022-01-18,20,17,9,0.021,0.020,0.5,0.005
2022-01-18,21,26,13,0.027,0.011,0.4,0.004
2022-01-18,22,20,13,0.030,0.013,0.4,0.004
2022-01-18,23,19,17,0.014,0.020,0.6,0.004
2022-01-18,24,35,26,0.010,0.021,0.6,0.004
2022-01-19,1,31,21,0.014,0.016,0.6,0.004
2022-01-19,2,25,22,0.005,0.023,0.7,0.004
2022-01-19,3,35,26,0.005,0.022,0.7,0.004
2022-01-19,4,35,26,0.006,0.020,0.6,0.004
2022-01-19,5,28,22,0.004,0.021,0.6,0.004
2022-01-19,6,28,28,0.004,0.019,0.7,0.004
2022-01-19,7,33,28,0.004,0.019,0.7,0.004
2022-01-19,8,39,30,0.004,0.019,0.7,0.005
2022-01-19,9,46,23,0.005,0.016,0.9,0.006
2022-01-19,10,69,40,0.006,0.017,0.8,0.005
2022-01-19,11,72,46,0.012,0.022,0.6,0.005
2022-01-19,12,60,39,0.024,0.017,0.5,0.005
2022-01-19,13,45,28,0.022,0.023,0.6,0.005
2022-01-19,14,53,32,0.034,0.018,0.5,0.005
2022-01-19,15,57,33,0.040,0.015,0.5,0.005
2022-01-19,16,51,30,0.042,0.016,0.5,0.005
2022-01-19,17,42,24,0.043,0.014,0.5,0.005
2022-01-19,18,39,27,0.045,0.010,0.5,0.004
2022-01-19,19,41,22,0.042,0.012,0.5,0.004
2022-01-19,20,35,25,0.053,0.008,0.6,0.005
2022-01-19,21,68,55,0.057,0.007,0.6,0.005
2022-01-19,22,64,54,0.052,0.007,0.6,0.005
2022-01-19,23,60,53,0.044,0.007,0.5,0.004
2022-01-19,24,49,39,0.039,0.008,0.5,0.004
2022-01-20,1,35,25,0.038,0.008,0.5,0.004
2022-01-20,2,32,27,0.036,0.009,0.5,0.004
2022-01-20,3,28,26,0.031,0.011,0.5,0.004
2022-01-20,4,30,28,0.029,0.010,0.5,0.004
2022-01-20,5,33,26,0.027,0.010,0.5,0.004
2022-01-20,6,31,32,0.026,0.010,0.5,0.004
2022-01-20,7,35,31,0.023,0.011,0.5,0.004
2022-01-20,8,37,34,0.017,0.016,0.5,0.004
2022-01-20,9,59,35,0.011,0.023,0.6,0.004
2022-01-20,10,72,46,0.017,0.019,0.6,0.004
2022-01-20,11,68,54,0.023,0.016,0.6,0.004
2022-01-20,12,50,40,0.026,0.016,0.6,0.005
2022-01-20,13,49,39,0.031,0.015,0.5,0.004
2022-01-20,14,45,30,0.032,0.016,0.5,0.004
2022-01-20,15,41,30,0.032,0.018,0.5,0.004
2022-01-20,16,41,28,0.033,0.019,0.5,0.004
2022-01-20,17,40,22,0.033,0.020,0.5,0.004
2022-01-20,18,34,21,0.036,0.014,0.5,0.004
2022-01-20,19,30,17,0.032,0.014,0.5,0.004
2022-01-20,20,25,17,0.025,0.019,0.5,0.004
2022-01-20,21,26,20,0.032,0.010,0.4,0.004
2022-01-20,22,21,15,0.018,0.021,0.5,0.004
2022-01-20,23,27,21,0.009,0.025,0.7,0.005
2022-01-20,24,36,30,0.014,0.020,0.6,0.004
2022-01-21,1,27,20,0.012,0.019,0.6,0.004
2022-01-21,2,28,21,0.010,0.020,0.6,0.004
2022-01-21,3,32,21,0.005,0.020,0.7,0.004
2022-01-21,4,37,29,0.007,0.018,0.6,0.004
2022-01-21,5,37,30,0.006,0.019,0.7,0.004
2022-01-21,6,29,26,0.004,0.020,0.6,0.004
2022-01-21,7,36,25,0.004,0.017,0.7,0.004
2022-01-21,8,34,23,0.004,0.017,0.7,0.004
2022-01-21,9,36,24,0.006,0.017,0.8,0.005
2022-01-21,10,50,33,0.009,0.018,0.7,0.005
2022-01-21,11,75,44,0.014,0.021,0.6,0.005
2022-01-21,12,59,44,0.020,0.023,0.6,0.005
2022-01-21,13,51,35,0.036,0.014,0.5,0.004
2022-01-21,14,25,21,0.047,0.006,0.4,0.004
2022-01-21,15,14,10,0.048,0.007,0.4,0.004
2022-01-21,16,11,1,0.046,0.010,0.4,0.004
2022-01-21,17,18,17,0.043,0.012,0.4,0.004
2022-01-21,18,21,11,0.039,0.013,0.4,0.004
2022-01-21,19,34,14,0.034,0.014,0.5,0.004
2022-01-21,20,31,22,0.031,0.015,0.6,0.005
2022-01-21,21,31,18,0.030,0.013,0.6,0.005
2022-01-21,22,24,18,0.026,0.014,0.6,0.004
2022-01-21,23,30,19,0.006,0.030,0.9,0.005
2022-01-21,24,50,38,0.006,0.029,0.8,0.004
2022-01-22,1,51,37,0.005,0.027,0.8,0.004
2022-01-22,2,47,38,0.006,0.024,0.7,0.004
2022-01-22,3,40,33,0.006,0.023,0.7,0.004
2022-01-22,4,42,31,0.005,0.021,0.8,0.004
2022-01-22,5,46,34,0.005,0.020,0.8,0.004
2022-01-22,6,41,37,0.005,0.019,0.7,0.004
2022-01-22,7,40,32,0.005,0.017,0.8,0.004
2022-01-22,8,47,35,0.005,0.017,0.7,0.004
2022-01-22,9,44,33,0.005,0.017,0.7,0.004
2022-01-22,10,53,35,0.009,0.016,0.8,0.005
2022-01-22,11,69,50,0.017,0.018,0.6,0.005
2022-01-22,12,52,40,0.025,0.017,0.6,0.005
2022-01-22,13,54,35,0.030,0.019,0.5,0.005
2022-01-22,14,54,43,0.032,0.021,0.5,0.005
2022-01-22,15,37,25,0.044,0.013,0.4,0.005
2022-01-22,16,26,14,0.038,0.020,0.5,0.005
2022-01-22,17,23,16,0.031,0.028,0.5,0.005
2022-01-22,18,32,17,0.016,0.042,0.5,0.005
2022-01-22,19,46,27,0.024,0.030,0.5,0.005
2022-01-22,20,33,24,0.008,0.047,0.6,0.005
2022-01-22,21,53,37,0.005,0.049,0.7,0.005
2022-01-22,22,58,40,0.019,0.025,0.6,0.004
2022-01-22,23,35,29,0.021,0.020,0.6,0.005
2022-01-22,24,32,23,0.007,0.034,0.7,0.004
2022-01-23,1,47,33,0.005,0.033,0.8,0.004
2022-01-23,2,57,41,0.005,0.030,0.8,0.004
2022-01-23,3,57,44,0.005,0.029,0.7,0.004
2022-01-23,4,55,44,0.006,0.024,0.7,0.004
2022-01-23,5,47,43,0.005,0.025,0.7,0.004
2022-01-23,6,49,38,0.005,0.026,0.7,0.004
2022-01-23,7,45,41,0.004,0.023,0.7,0.004
2022-01-23,8,58,48,0.005,0.020,0.7,0.004
2022-01-23,9,50,42,0.006,0.019,0.6,0.004
2022-01-23,10,46,37,0.008,0.020,0.7,0.004
2022-01-23,11,59,46,0.012,0.022,0.6,0.005
2022-01-23,12,60,48,0.026,0.018,0.6,0.006
2022-01-23,13,50,37,0.044,0.011,0.5,0.005
2022-01-23,14,34,24,0.052,0.007,0.4,0.005
2022-01-23,15,23,18,0.053,0.007,0.4,0.005
2022-01-23,16,22,17,0.053,0.009,0.4,0.005
2022-01-23,17,26,17,0.052,0.011,0.4,0.005
2022-01-23,18,26,19,0.045,0.015,0.5,0.005
2022-01-23,19,48,28,0.047,0.010,0.5,0.005
2022-01-23,20,28,21,0.046,0.009,0.5,0.005
2022-01-23,21,28,18,0.043,0.010,0.5,0.005
2022-01-23,22,31,19,0.040,0.012,0.5,0.005
2022-01-23,23,35,23,0.045,0.008,0.5,0.004
2022-01-23,24,26,20,0.049,0.005,0.5,0.004
2022-01-24,1,19,16,0.048,0.006,0.5,0.004
2022-01-24,2,21,10,0.050,0.004,0.5,0.004
2022-01-24,3,7,10,0.048,0.004,0.4,0.004
2022-01-24,4,7,6,0.046,0.004,0.4,0.004
2022-01-24,5,5,4,0.048,0.004,0.4,0.004
2022-01-24,6,5,6,0.048,0.003,0.4,0.004
2022-01-24,7,10,6,0.046,0.005,0.4,0.004
2022-01-24,8,18,5,0.042,0.008,0.4,0.004
2022-01-24,9,16,7,0.044,0.008,0.4,0.004
2022-01-24,10,18,8,0.047,0.005,0.4,0.004
2022-01-24,11,20,10,0.047,0.005,0.4,0.004
2022-01-24,12,20,12,0.048,0.004,0.4,0.004
2022-01-24,13,17,8,0.048,0.005,0.4,0.004
2022-01-24,14,13,6,0.046,0.006,0.4,0.004
2022-01-24,15,19,5,0.047,0.005,0.4,0.004
2022-01-24,16,13,7,0.045,0.007,0.4,0.004
2022-01-24,17,14,5,0.043,0.007,0.4,0.004
2022-01-24,18,25,7,0.036,0.014,0.4,0.004
2022-01-24,19,23,9,0.033,0.015,0.4,0.004
2022-01-24,20,22,13,0.038,0.010,0.4,0.004
2022-01-24,21,17,8,0.038,0.010,0.4,0.004
2022-01-24,22,15,7,0.041,0.006,0.4,0.004
2022-01-24,23,16,6,0.040,0.005,0.4,0.004
2022-01-24,24,12,5,0.019,0.017,0.6,0.004
2022-01-25,1,25,16,0.017,0.018,0.5,0.004
2022-01-25,2,28,18,0.011,0.023,0.5,0.004
2022-01-25,3,25,18,0.010,0.022,0.6,0.004
2022-01-25,4,29,19,0.012,0.020,0.6,0.004
2022-01-25,5,28,20,0.006,0.023,0.6,0.004
2022-01-25,6,30,21,0.007,0.021,0.6,0.004
2022-01-25,7,30,22,0.004,0.024,0.6,0.004
2022-01-25,8,33,22,0.005,0.023,0.6,0.005
2022-01-25,9,43,26,0.006,0.023,0.6,0.005
2022-01-25,10,50,24,0.007,0.022,0.7,0.005
2022-01-25,11,66,35,0.012,0.023,0.6,0.008
2022-01-25,12,58,34,0.031,0.016,0.5,0.007
2022-01-25,13,32,16,0.027,0.021,0.5,0.006
2022-01-25,14,33,18,0.032,0.017,0.4,0.005
2022-01-25,15,27,10,0.028,0.022,0.5,0.005
2022-01-25,16,31,10,0.022,0.030,0.5,0.005
2022-01-25,17,30,18,0.016,0.037,0.5,0.005
2022-01-25,18,40,20,0.011,0.041,0.5,0.005
2022-01-25,19,50,19,0.020,0.026,0.5,0.004
2022-01-25,20,37,22,0.019,0.024,0.5,0.004
2022-01-25,21,30,20,0.020,0.019,0.5,0.004
2022-01-25,22,33,25,0.017,0.020,0.5,0.004
2022-01-25,23,36,26,0.016,0.021,0.5,0.004
2022-01-25,24,39,32,0.018,0.020,0.6,0.004
2022-01-26,1,37,31,0.016,0.018,0.5,0.004
2022-01-26,2,36,29,0.032,0.011,0.5,0.004
2022-01-26,3,37,30,0.049,0.004,0.5,0.004
2022-01-26,4,39,31,0.049,0.005,0.5,0.004
2022-01-26,5,35,31,0.047,0.006,0.5,0.004
2022-01-26,6,35,33,0.045,0.005,0.5,0.004
2022-01-26,7,42,33,0.041,0.008,0.6,0.004
2022-01-26,8,44,39,0.029,0.017,0.6,0.004
2022-01-26,9,61,54,0.009,0.032,0.7,0.004
2022-01-26,10,96,51,0.014,0.030,0.7,0.005
2022-01-26,11,76,52,0.047,0.009,0.6,0.004
2022-01-26,12,46,32,0.048,0.010,0.6,0.004
2022-01-26,13,42,37,0.051,0.009,0.6,0.004
2022-01-26,14,47,37,0.053,0.010,0.6,0.004
2022-01-26,15,55,38,0.055,0.011,0.6,0.005
2022-01-26,16,53,40,0.057,0.011,0.7,0.005
2022-01-26,17,56,43,0.056,0.012,0.7,0.005
2022-01-26,18,61,48,0.055,0.012,0.7,0.004
2022-01-26,19,72,54,0.049,0.015,0.7,0.004
2022-01-26,20,75,61,0.049,0.010,0.7,0.004
2022-01-26,21,70,58,0.043,0.012,0.7,0.004
2022-01-26,22,69,57,0.022,0.026,0.8,0.004
2022-01-26,23,89,73,0.020,0.024,0.8,0.004
2022-01-26,24,89,71,0.007,0.036,0.9,0.004
2022-01-27,1,93,71,0.007,0.029,1.0,0.004
2022-01-27,2,91,73,0.014,0.024,0.8,0.004
2022-01-27,3,104,82,0.020,0.018,0.8,0.004
2022-01-27,4,87,70,0.009,0.023,0.9,0.004
2022-01-27,5,99,79,0.012,0.020,0.9,0.004
2022-01-27,6,95,81,0.006,0.025,0.9,0.004
2022-01-27,7,97,79,0.006,0.024,0.9,0.004
2022-01-27,8,95,76,0.005,0.023,1.0,0.004
2022-01-27,9,101,79,0.006,0.022,1.1,0.005
2022-01-27,10,123,90,0.013,0.023,0.9,0.005
2022-01-27,11,117,96,0.025,0.021,0.8,0.005
2022-01-27,12,84,69,0.033,0.020,0.7,0.005
2022-01-27,13,73,56,0.033,0.023,0.6,0.005
2022-01-27,14,70,49,0.037,0.019,0.6,0.005
2022-01-27,15,48,32,0.042,0.016,0.5,0.005
2022-01-27,16,38,21,0.042,0.017,0.5,0.005
2022-01-27,17,32,16,0.044,0.015,0.5,0.005
2022-01-27,18,38,24,0.039,0.018,0.5,0.004
2022-01-27,19,42,27,0.042,0.013,0.5,0.004
2022-01-27,20,29,23,0.022,0.030,0.6,0.005
2022-01-27,21,44,28,0.021,0.028,0.6,0.005
2022-01-27,22,46,27,0.035,0.012,0.5,0.004
2022-01-27,23,36,27,0.029,0.016,0.5,0.004
2022-01-27,24,39,36,0.032,0.012,0.6,0.005
2022-01-28,1,40,32,0.026,0.016,0.7,0.005
2022-01-28,2,46,33,0.026,0.014,0.6,0.005
2022-01-28,3,57,53,0.018,0.019,0.7,0.005
2022-01-28,4,60,50,0.020,0.016,0.7,0.006
2022-01-28,5,55,39,0.020,0.016,0.7,0.005
2022-01-28,6,49,39,0.020,0.016,0.7,0.006
2022-01-28,7,50,32,0.013,0.024,0.6,0.006
2022-01-28,8,49,33,0.011,0.027,0.6,0.005
2022-01-28,9,47,29,0.007,0.027,0.8,0.006
2022-01-28,10,72,38,0.019,0.022,0.6,0.006
2022-01-28,11,52,36,0.033,0.014,0.5,0.005
2022-01-28,12,34,19,0.039,0.011,0.5,0.005
2022-01-28,13,29,18,0.043,0.009,0.5,0.005
2022-01-28,14,25,17,0.045,0.009,0.4,0.004
2022-01-28,15,24,12,0.047,0.009,0.4,0.004
2022-01-28,16,26,15,0.048,0.009,0.4,0.004
2022-01-28,17,23,11,0.048,0.009,0.4,0.004
2022-01-28,18,18,8,0.046,0.010,0.4,0.004
2022-01-28,19,19,6,0.041,0.012,0.4,0.004
2022-01-28,20,18,13,0.042,0.010,0.4,0.004
2022-01-28,21,18,10,0.029,0.020,0.5,0.004
2022-01-28,22,25,15,0.016,0.029,0.6,0.005
2022-01-28,23,33,21,0.018,0.025,0.5,0.005
2022-01-28,24,29,21,0.036,0.011,0.5,0.005
2022-01-29,1,17,11,0.030,0.016,0.5,0.004
2022-01-29,2,18,14,0.034,0.011,0.5,0.004
2022-01-29,3,22,17,0.032,0.011,0.5,0.005
2022-01-29,4,23,16,0.033,0.010,0.5,0.005
2022-01-29,5,28,19,0.032,0.010,0.5,0.005
2022-01-29,6,30,18,0.034,0.010,0.5,0.005
2022-01-29,7,27,15,0.028,0.014,0.5,0.005
2022-01-29,8,32,17,0.021,0.018,0.5,0.005
2022-01-29,9,33,21,0.019,0.021,0.5,0.005
2022-01-29,10,32,25,0.027,0.015,0.5,0.005
2022-01-29,11,32,24,0.037,0.009,0.5,0.005
2022-01-29,12,29,16,0.039,0.009,0.5,0.005
2022-01-29,13,21,11,0.042,0.009,0.4,0.005
2022-01-29,14,17,11,0.043,0.009,0.4,0.005
2022-01-29,15,18,10,0.048,0.006,0.4,0.004
2022-01-29,16,14,5,0.050,0.005,0.4,0.004
2022-01-29,17,14,4,0.049,0.006,0.4,0.004
2022-01-29,18,12,6,0.047,0.007,0.4,0.004
2022-01-29,19,12,10,0.043,0.009,0.4,0.004
2022-01-29,20,16,11,0.039,0.010,0.4,0.004
2022-01-29,21,15,15,0.034,0.011,0.5,0.004
2022-01-29,22,19,12,0.022,0.019,0.6,0.005
2022-01-29,23,28,22,0.036,0.009,0.5,0.004
2022-01-29,24,20,11,0.028,0.014,0.5,0.004
2022-01-30,1,23,10,0.024,0.015,0.5,0.005
2022-01-30,2,26,17,0.031,0.008,0.5,0.004
2022-01-30,3,24,16,0.030,0.007,0.5,0.004
2022-01-30,4,24,17,0.030,0.008,0.5,0.005
2022-01-30,5,22,15,0.032,0.006,0.5,0.005
2022-01-30,6,19,13,0.030,0.006,0.5,0.005
2022-01-30,7,23,11,0.031,0.005,0.5,0.005
2022-01-30,8,22,12,0.030,0.006,0.5,0.005
2022-01-30,9,23,14,0.023,0.012,0.6,0.006
2022-01-30,10,31,21,0.029,0.012,0.5,0.006
2022-01-30,11,34,21,0.038,0.009,0.5,0.005
2022-01-30,12,29,22,0.041,0.009,0.5,0.005
2022-01-30,13,30,19,0.044,0.009,0.5,0.005
2022-01-30,14,31,16,0.045,0.009,0.5,0.005
2022-01-30,15,24,10,0.047,0.008,0.5,0.005
2022-01-30,16,26,17,0.048,0.008,0.4,0.005
2022-01-30,17,20,9,0.049,0.008,0.4,0.005
2022-01-30,18,15,8,0.047,0.009,0.4,0.004
2022-01-30,19,14,7,0.046,0.007,0.4,0.004
2022-01-30,20,11,11,0.045,0.008,0.4,0.004
2022-01-30,21,18,11,0.043,0.009,0.4,0.004
2022-01-30,22,21,16,0.018,0.027,0.6,0.005
2022-01-30,23,34,24,0.029,0.016,0.5,0.005
2022-01-30,24,23,21,0.029,0.014,0.6,0.005
2022-01-31,1,28,21,0.023,0.017,0.6,0.005
2022-01-31,2,31,26,0.024,0.013,0.6,0.005
2022-01-31,3,30,26,0.032,0.007,0.5,0.005
2022-01-31,4,28,17,0.030,0.007,0.5,0.005
2022-01-31,5,23,18,0.032,0.005,0.5,0.004
2022-01-31,6,21,14,0.029,0.008,0.5,0.005
2022-01-31,7,22,18,0.034,0.004,0.4,0.004
2022-01-31,8,15,12,0.020,0.013,0.6,0.004
2022-01-31,9,23,17,0.010,0.017,0.7,0.005
2022-01-31,10,41,28,0.017,0.018,0.7,0.005
2022-01-31,11,46,35,0.035,0.010,0.5,0.005
2022-01-31,12,27,17,0.040,0.008,0.5,0.005
2022-01-31,13,22,11,0.042,0.009,0.5,0.005
2022-01-31,14,17,14,0.046,0.007,0.4,0.005
2022-01-31,15,20,9,0.048,0.006,0.4,0.005
2022-01-31,16,14,7,0.052,0.005,0.4,0.005
2022-01-31,17,10,5,0.053,0.005,0.4,0.004
2022-01-31,18,9,2,0.050,0.006,0.4,0.004
2022-01-31,19,10,5,0.046,0.005,0.4,0.004
2022-01-31,20,10,7,0.043,0.006,0.4,0.004
2022-01-31,21,15,14,0.042,0.005,0.4,0.004
2022-01-31,22,11,9,0.026,0.017,0.5,0.004
2022-01-31,23,23,18,0.030,0.011,0.5,0.004
2022-01-31,24,22,18,0.029,0.010,0.5,0.004
2022-02-01,1,25,17,0.019,0.017,0.6,0.005
2022-02-01,2,32,22,0.009,0.022,0.7,0.005
2022-02-01,3,36,30,0.011,0.019,0.7,0.005
2022-02-01,4,38,26,0.012,0.018,0.6,0.005
2022-02-01,5,36,28,0.009,0.020,0.7,0.005
2022-02-01,6,33,29,0.016,0.019,0.6,0.005
2022-02-01,7,29,27,0.023,0.016,0.6,0.004
2022-02-01,8,30,25,0.037,0.009,0.5,0.004
2022-02-01,9,36,26,0.039,0.008,0.5,0.004
2022-02-01,10,41,27,0.046,0.004,0.4,0.004
2022-02-01,11,44,24,0.047,0.003,0.4,0.004
2022-02-01,12,40,15,0.047,0.003,0.4,0.004
2022-02-01,13,39,14,0.046,0.003,0.4,0.004
2022-02-01,14,30,18,0.047,0.003,0.5,0.004
2022-02-01,15,30,16,0.050,0.004,0.5,0.004
2022-02-01,16,43,24,0.051,0.004,0.6,0.004
2022-02-01,17,53,32,0.051,0.005,0.6,0.004
2022-02-01,18,49,36,0.050,0.006,0.6,0.004
2022-02-01,19,41,38,0.050,0.006,0.6,0.004
2022-02-01,20,41,37,0.047,0.006,0.6,0.004
2022-02-01,21,39,39,0.040,0.011,0.7,0.004
2022-02-01,22,48,43,0.046,0.006,0.6,0.004
2022-02-01,23,46,38,0.045,0.007,0.6,0.004
2022-02-01,24,47,41,0.043,0.007,0.6,0.004
2022-02-02,1,48,41,0.041,0.007,0.6,0.004
2022-02-02,2,50,41,0.035,0.008,0.7,0.004
2022-02-02,3,54,43,0.036,0.007,0.6,0.004
2022-02-02,4,50,42,0.035,0.006,0.6,0.004
2022-02-02,5,50,42,0.031,0.009,0.6,0.004
2022-02-02,6,46,42,0.023,0.013,0.7,0.004
2022-02-02,7,54,45,0.028,0.011,0.7,0.004
2022-02-02,8,60,51,0.049,0.004,0.5,0.004
2022-02-02,9,53,47,0.031,0.014,0.6,0.005
2022-02-02,10,55,45,0.035,0.012,0.6,0.004
2022-02-02,11,45,38,0.046,0.004,0.4,0.004
2022-02-02,12,22,16,0.047,0.003,0.4,0.004
2022-02-02,13,18,10,0.047,0.004,0.4,0.004
2022-02-02,14,16,8,0.048,0.004,0.4,0.004
2022-02-02,15,15,9,0.050,0.004,0.4,0.004
2022-02-02,16,17,7,0.050,0.004,0.4,0.004
2022-02-02,17,17,8,0.051,0.004,0.4,0.004
2022-02-02,18,14,8,0.050,0.005,0.4,0.004
2022-02-02,19,11,6,0.048,0.006,0.4,0.004
2022-02-02,20,13,4,0.046,0.007,0.4,0.004
2022-02-02,21,11,7,0.049,0.005,0.4,0.004
2022-02-02,22,11,6,0.049,0.003,0.4,0.004
2022-02-02,23,10,6,0.048,0.004,0.4,0.004
2022-02-02,24,10,7,0.046,0.004,0.4,0.004
2022-02-03,1,14,9,0.046,0.004,0.4,0.004
2022-02-03,2,19,9,0.045,0.004,0.4,0.004
2022-02-03,3,12,11,0.045,0.004,0.4,0.004
2022-02-03,4,17,10,0.040,0.006,0.4,0.005
2022-02-03,5,15,13,0.032,0.010,0.5,0.005
2022-02-03,6,16,12,0.027,0.014,0.5,0.005
2022-02-03,7,20,16,0.014,0.022,0.6,0.005
2022-02-03,8,28,18,0.014,0.024,0.6,0.005
2022-02-03,9,28,22,0.010,0.027,0.7,0.005
2022-02-03,10,43,29,0.026,0.018,0.5,0.005
2022-02-03,11,35,22,0.047,0.005,0.4,0.005
2022-02-03,12,14,13,0.049,0.005,0.4,0.004
2022-02-03,13,9,9,0.050,0.004,0.4,0.004
2022-02-03,14,7,6,0.050,0.005,0.4,0.004
2022-02-03,15,17,6,0.051,0.005,0.4,0.004
2022-02-03,16,11,6,0.052,0.006,0.4,0.004
2022-02-03,17,13,6,0.050,0.007,0.4,0.004
2022-02-03,18,14,6,0.047,0.009,0.4,0.004
2022-02-03,19,14,6,0.046,0.008,0.4,0.004
2022-02-03,20,19,7,0.042,0.010,0.4,0.004
2022-02-03,21,20,10,0.038,0.011,0.4,0.004
2022-02-03,22,15,14,0.042,0.009,0.4,0.004
2022-02-03,23,20,12,0.024,0.023,0.5,0.005
2022-02-03,24,30,20,0.038,0.010,0.4,0.005
2022-02-04,1,25,16,0.042,0.007,0.4,0.005
2022-02-04,2,19,15,0.042,0.007,0.4,0.005
2022-02-04,3,17,16,0.044,0.006,0.4,0.005
2022-02-04,4,18,8,0.042,0.006,0.4,0.005
2022-02-04,5,17,7,0.040,0.007,0.4,0.005
2022-02-04,6,18,11,0.040,0.008,0.4,0.005
2022-02-04,7,20,17,0.042,0.007,0.5,0.005
2022-02-04,8,22,13,0.034,0.012,0.5,0.005
2022-02-04,9,27,16,0.027,0.020,0.5,0.005
2022-02-04,10,36,15,0.032,0.018,0.5,0.005
2022-02-04,11,35,23,0.048,0.006,0.5,0.005
2022-02-04,12,25,15,0.048,0.006,0.5,0.005
2022-02-04,13,22,17,0.051,0.005,0.5,0.005
2022-02-04,14,25,17,0.051,0.006,0.4,0.005
